"Nama","Alamat","Telepon","Kategori_ID","Kategori_EN","Nomor_Keputusan","Tanggal_Keputusan","Nama_Produk","Tempat_Perizinan","Tanggal_Operasional","Keterangan_ID","Keterangan_EN","Lampiran","Status","Tipe","Barcode","Email","Website"
"PT Manado Inter Money Changer","Jl. Wolter Monginsidi No.62","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/1/KEP.PBI.MO/2003","06/06/2003","","KPwBI Provinsi Sulawesi Utara","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0086.001/0001","",""
"PT Cahaya Nagamas Abadi","Mall Ambasador Lantai Dasar G5, Jl.Prof.Dr.Satrio, Kuningan, Jakarta Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/246/DPM/AdmP","06/05/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0083.002/0024","",""
"PT Cahaya Nagamas Abadi","Pusat Niaga Duta Mas Fatmawati Blok A1 No.14-16, Jl. RS. Fatmawati 39, Jakarta Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/57/KEP.Dir.PM/2003","06/04/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0083.001/0024","",""
"PT Cahaya Ilona Persada","Jl. Tuparev Blok L - 1, Pasar Baru Kawarang, Karawang","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/57/KEP.Dir.PM/2003","06/04/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0167.001/0057","",""
"PT Mangga Dua Valasindo","ITC Mangga Dua Lt. 1 Blok D No. 39, Jl. Arteri Mangga Dua Raya, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/56/KEP.Dir.PM/2003","06/04/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0084.001/0025","",""
"PT Putra Kundur Mandiri Valasindo","Komp.Sakura Anpan Blok F No.1 (Depan Lucky Plaza) Kel. Lubuk Baja Kota Kec. Lubuk Baja Kota Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/21/KEP.PBI/Btm/2003","06/04/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0085.001/0014","",""
"PT Sumitan Artha Valutama","Jl. Tebet Barat Dalam Raya No. 23, Tebet, Jakarta Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/55/KEP.Dir.PM/2003","06/03/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0082.001/0023","",""
"PT Tri Bukit Indah Lestari","Jl. Raden Saleh No.45","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/6/KEP.PBI.MDN/2003","06/02/2003","","KPwBI Provinsi Sumatera Utara","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0009.001/0001","",""
"PT Simas Money Changer / PT Shinta Forex","JL. MH. Thamrin No.51, Plaza BII Tower 3 Lt.12, Jakarta Pusat.","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/51/KEP.Dir.PM/2003","06/02/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0079.001/0022","",""
"PT Wisna Novera","Jl. Sultan Syarif Kasim No.230, Dumai","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/6/KEP.PBI.PBR/2003","06/02/2003","","KPwBI Provinsi Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0081.001/0005","",""
"PT Dinamika Valas","Jl. Yos Sudarso No.240  Panjang Bandar Lampung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/3/KEP.PBI.Bdl/2003","06/02/2003","","KPwBI Provinsi Lampung","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0080.001/0003","",""
"PT Berkah Artha Kencana","Jl. Perintis Kemerdekaan No. 27, Purwokerto Timur, Banyumas","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/1/KEP.PBI.PWT/2003","05/29/2003","","KPwBI Purwokerto","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0078.001/0001","",""
"PT Gita Wiraswasta Valasa","Komplek Majapahit Permai Blok B 1-2, Jl. Majapahit No.18, Jakarta Pusat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/46/KEP.Dir.PM/2003","05/27/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0074.001/0019","",""
"PT Gita Wiraswasta Valasa","Komp. Bukit Duri Plaza Blok B No.12-14 Jl. Jatinegara Barat, Jakarta Timur","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/231/DPM/AdmP","05/27/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0074.002/0019","",""
"PT Gita Wiraswasta Valasa","Komp. Hayam Wuruk Plaza, Ruang No.135 Blok A, Jl. Hayam Wuruk, Jakarta Barat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/231/DPM/AdmP","05/27/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0074.003/0019","",""
"PT Ismail Prima Valuta","Komp.Tanjung Pantun No.1018, Sungai Jodoh Batam Kel. Sungai Jodoh Kec. Batu Ampar Kota Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/19/KEP.PBI/Btm/2003","05/27/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0077.001/0013","",""
"PT Jaya Valasindo","Komp. Bumi Indah Blok F No. 9","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/18/KEP.PBI/Btm/2003","05/27/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0020.001/0005","",""
"PT Valuta Inti Prima","Jl. Menteng Raya No. 23, Jakarta Pusat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/47/KEP.Dir.PM/2003","05/27/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0076.001/0021","",""
"PT Tistama Artharaya","Jl. Matraman Raya No. 10, Jakarta Timur","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/49/KEP.Dir.PM/2003","05/27/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0075.001/0020","",""
"PT Inti Lima Berkah Valasindo","Komplek Pasar Aviari Pratama Blok C1 No. 3, Batam Kel. Batu Aji Kec. Batu Aji Kota Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/16/KEP.PBI/Btm/2003","05/26/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0073.001/0012","",""
"PT Cherry Red Valasindo","Jl. Dr. Soetomo 88 Probolinggo Prov. Jawa Timur","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/1/KEP.PBI.ML/2003","05/26/2003","","KPwBI Malang","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0072.001/0001","",""
"PT Budi Karya Mashalim","Komp.Bumi Indah Blok A No.6","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/27/DPM/AdmP/Btm","05/26/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0121.004/0021","",""
"PT Bintang Nagoya Valasindo","Nagoya City Centre, Komp.Pasar Nagoya Baru, Blok E No.7 Kel. Lubuk Baja Kota Kec. Lubuk Baja Kota Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/15/KEP.PBI/Btm/2003","05/23/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0071.001/0011","",""
"PT Grage Artha Mandiri","Jl. Bahagia No.31/79 Kota Cirebon","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/5/KEP.PBI/Cn/2003","05/22/2003","","KPwBI Cirebon","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0070.001/0004","",""
"PT Senopati Artha Utama","Jl. Senopati Raya No. 27-29, Jakarta Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/44/KEP.Dir.PM/2003","05/22/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0069.001/0018","",""
"PT Polimas Valasindo","BCS Mall Lt. Dasar Blok C10- 01 Kel. Batu Selicin Kec. Lubuk Baja Kota Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/14/KEP.PBI/Btm/2003","05/20/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0068.001/0010","",""
"PT Porto Valas","Jl. Taman Sunter Indah Blok KI/1 No.27, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/43/KEP.Dir.PM/2003","05/20/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0067.001/0017","",""
"PT Nagoya Center Valasindo","Jl.Raja Ali Haji,Planet Holiday Hotel Lt.Dasar No.3 Kel. Sungai Jodoh Kec. Batu Ampar Kota Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/13/KEP.PBI/Btm/2003","05/19/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0066.001/0009","",""
"PT Sinar Langgeng Valuta","Jl. Jenderal Sudirman No. 75C Enggal","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/2/KEP.PBI.Bdl/2003","05/14/2003","","KPwBI Provinsi Lampung","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0065.001/0002","",""
"PT Okane Mas","Komplek Sakura anpan Blok F No.08 Nagoya Centre Kel. Lubuk Baja Kota Kec. Lubuk Baja Kota Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/12/KEP.PBI/Btm/2003","05/13/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0015.001/0003","",""
"PT Karina Jaya Valasindo","Jl.Sawang Km 8 Tg.Batu Barat (depan hotel gembira)   Kabupaten Karimun","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/11/KEP.PBI/Btm/2003","05/13/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0064.001/0008","",""
"PT Artha Gemilang Inter Valuta","ITC Cempaka Mas Lt. Dasar Blok G No. 529, Jl. Letjen Suprapto, Kel. Sumur Batu, Kec. Kemayoran, Jakarta Pusat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/38/KEP.Dir.PM/2003","05/12/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0062.001/0015","",""
"PT Prima Pusaka Valasindo","Jl. Mampang Prapatan Raya No. 2D-E, Jakarta Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/39/KEP.Dir.PM/2003","05/12/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0063.001/0016","",""
"PT Pendawasakti Intivalas","Jl. Petojo Utara I No. 5, Jakarta Pusat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/35/KEP.Dir.PM/2003","05/07/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0060.001/0013","",""
"PT Sulinggar Wirasta","Jl. Pinangsia Timur No. 22 F, Jakarta Barat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/34/KEP.Dir.PM/2003","05/07/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0061.001/0014","",""
"PT Kedoya Valas","Jl. Angsana Raya Blok A II No. 24, Kedoya Selatan Kebon Jeruk, Jakarta Barat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/32/KEP.Dir.PM/2003","05/06/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0059.001/0012","",""
"PT Gemini Valusindo","Komplek Aviari Pratama Blok B1 No.3 A Kel. Batu Aji Kec. Batu Aji Kota Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/8/KEP.PBI/Btm/2003","05/06/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0087.001/0015","",""
"PT Cangkol Mitra Artha","Jl. Yos Sudarso No.39 Kota Cirebon","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/4/KEP.PBI/Cn/2003","05/05/2003","","KPwBI Cirebon","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0058.001/0003","",""
"PT Sinar Iriawan","Jl. Teuku Cik Ditiro No. 39, Jakarta Pusat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/27/KEP.Dir.PM/2003","05/05/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0057.001/0011","",""
"PT Sahabat Valas","ITC Mangga Dua Lt. III Blok D No. 58, Jl. Mangga Dua Raya, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/25/KEP.Dir.PM/2003","05/02/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0056.001/0010","",""
"PT Ruby Permata Sari","Jl. Jendral Sudirman No.95, Pekanbaru","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/5/KEP.PBI.PBR/2003","05/01/2003","","KPwBI Provinsi Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0055.001/0004","",""
"PT Purindjaya Satyaprima","Jl. Jendral Sudirman No.498, Dumai","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/3/KEP.PBI.PBR/2003","05/01/2003","","KPwBI Provinsi Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0054.001/0003","",""
"PT Maskirana Pertiwi","Jl. Jendral Sudirman No.140 C, Pekanbaru","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/4/KEP.PBI.PBR/2003","05/01/2003","","KPwBI Provinsi Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0053.001/0002","",""
"PT Laksana Sinar Muda Jaya","Jl. Datuk Laksamana No.154, Dumai","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/2/KEP.PBI.PBR/2003","05/01/2003","","KPwBI Provinsi Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0052.001/0001","",""
"PT Kenanga Kharisma Adimulia","Jl. Panglima Polim Raya No. 67C, Jakarta Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/13/KEP.Dir.PM/2003","04/30/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0049.001/0007","",""
"PT Kevin Valasindo","Jl. Melawai Raya No. 189, Kebayoran Baru, Kramat Pela, Jakarta Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/17/KEP.Dir.PM/2003","04/30/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0050.001/0008","",""
"PT Cahaya Valasindo Prima","Komp. Perkantoran Grogol Permai, Blok A / 8, Jl. Prof.Dr. Latumenten, Jakarta Barat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/12/KEP.Dir.PM/2003","04/30/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0042.001/0005","",""
"PT Cideng Mas","Jl. Cideng Barat No. 71, Jakarta Pusat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/22/KEP.Dir.PM/2003","04/30/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0048.001/0006","",""
"PT Sekar Agung Megah Lestari","Gedung Hero Supermarket Permata Hijau, Jl. Komplek Permata Hijau Blok D/A 1-4, Jakarta Barat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/15/KEP.Dir.PM/2003","04/30/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0051.001/0009","",""
"PT Parhitean Arivaluta","Jl. Benesari, Pertokoan Bendesa Hotel, Kuta, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/11/KEP.PBI.DPR/2003","04/29/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0047.001/0010","",""
"PT Andika Yasa Sridana","Jl. Kartika Plaza ( Kuta Square ) Blok A 2 B, Kuta Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/12/KEP.PBI.DPR/2003","04/29/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0046.001/0009","",""
"PT Sari Artha Yogatama","Jl. Raya Celuk No. 77 X, Sukawati, Gianyar, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/10/KEP.PBI.DPR/2003","04/28/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0045.001/0008","",""
"PT Valas Trie Megah","Komp.Nagoya City Centre Blok E No.8-9,Lbk Baja,Batam Kel. Lubuk Baja Kota Kec. Lubuk Baja Kota Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/6/KEP.PBI/Btm/2003","04/24/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0044.001/0007","",""
"PT Zamrud Putrasejahtera","Jl. Nusa Indah Blok AA No. 4, Pontianak","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/5/KEP.PBI.PTK/2003","04/24/2003","","KPwBI Provinsi Kalimantan Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0043.001/0005","",""
"PT Tirta Artha Sejahtera","Rasuna Office Park IR-01, Jl. Taman Rasuna Selatan, HR. Rasuna Said, Jakarta Selatan 12960","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/10/KEP.Dir.PM/2003","04/23/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0040.001/0003","",""
"PT Tri Tunggal Devalas","Gedung Plaza Blok M, Unit No. 2.33, Jl. Bulungan No. 76, Kebayoran Baru, Jakarta Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/7/KEP.Dir.PM/2003","04/23/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0041.001/0004","",""
"PT Platinum Exchange (D/H Halim Inti Valasindo)","Mangga Dua Square Lt. LG Blok A No. 264, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/4/KEP.Dir.PM/2003","04/23/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0039.001/0002","",""
"PT Ayu Masagung","Jl. Kwitang No. 38, Jakarta Pusat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/5/KEP.Dir.PM/2003","04/23/2003","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0004.001/0001","",""
"PT Dian Balima Swikarya","Jl. Gunung Athena No.9 X, Denpasar, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/51/DPM/Admp/Dpr","04/23/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0027.003/0006","",""
"PT Valuta Centra Asia","Jl. Jend Sudirman No. 253 Purwakarta","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/4/KEP.PBI.Bd/2003","04/22/2003","","KPwBI Provinsi Jawa Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0038.001/0001","",""
"PT Gapuramas Perkasa","Jl. Tanjungpura No. 20, Pontianak","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/4/KEP.PBI.PTK/2003","04/16/2003","","KPwBI Provinsi Kalimantan Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0037.001/0004","",""
"PT Alenga Valas","Jl. Merbabu No.14-B Medan, 20212","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/3/KEP.PBI.MDN/2003","04/15/2003","","KPwBI Provinsi Sumatera Utara","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0036.001/0007","",""
"PT Solo Baru Valasindo","Jl. Gereja No.64, Tanjungbalai","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/4/KEP.PBI.MDN/2003","04/15/2003","","KPwBI Pematang Siantar","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0035.001/0001","",""
"PT Multigraha Kelolavalas","Jalan Raya Senggigi Km. 8","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/1/KEP.PBI.Mtr/2003","04/14/2003","","KPwBI Provinsi Nusa Tenggara Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0034.001/0002","",""
"PT Buana Valasindo Sentosa","Jalan Raya Senggigi Km. 8 ","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/2/KEP.PBI.Mtr/2003","04/14/2003","","KPwBI Provinsi Nusa Tenggara Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0033.001/0001","",""
"PT Bumi Melayu Berkah Valasindo","Panbil Mall Lantai Dasar No.40-56, Muka Kuning Kel. Muka Kuning Kec. Sungai Beduk Kota Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/4/KEP.PBI/Btm/2003","04/11/2003","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0032.001/0006","",""
"PT Arista Marta Valuta","Jl. Buni Sari No.36, Kuta, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/9/KEP.PBI.DPR/2003","04/09/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1151.001/0027","",""
"PT Bali Maspintjinra Amc","Jl. Raya Seminyak No. 16 A, Kuta, Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/6/KEP.PBI.DPR/2003","04/08/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0026.001/0005","",""
"PT Bali Maspintjinra AMC","Jl. Pura Puseh No.2 , Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/43/DPM/PPU/Dpr","04/08/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0026.003/0005","",""
"PT Bali Maspintjinra AMC","Jl. Danau Tamblingan No.18 , Denpasar, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/43/DPM/PPU/Dpr","04/08/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0026.002/0005","",""
"PT Dian Balima Swikarya","Jl. Drupadi II No.99TM, Seminyak","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/8/KEP.PBI.DPR/2003","04/08/2003","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0027.001/0006","",""
"PT Maju Malindo","Jl. Brigjend Katamso No. 701C/106 Medan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","5/2/KEP.PBI.MDN/2003","04/08/2003","","KPwBI Provinsi Sumatera Utara","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0141.001/0008","",""
